48,"ACGL","Arch Capital Group Ltd.","Financial","Property & Casualty Insurance","Bermuda",7110.12,12.11,53.95,-0.31%,46074
49,"ACH","Aluminum Corporation Of China Limited","Basic Materials","Aluminum","China",4446.18,,7.85,-1.63%,2119
50,"ACHC","Acadia Healthcare Company, Inc.","Healthcare","Specialized Health Services","USA",1904.84,65.67,37.86,-0.60%,19773
51,"ACHN","Achillion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",612.11,,7.10,-0.42%,96614
52,"ACI","Arch Coal Inc.","Basic Materials","Industrial Metals & Minerals","USA",837.72,,3.99,1.01%,1258925
53,"ACIM","SPDR MSCI ACWI IMI","Financial","Exchange Traded Fund","USA",,,56.53,0.21%,0
54,"ACIW","ACI Worldwide, Inc.","Technology","Technical & System Software","USA",1952.73,40.89,49.23,-0.51%,9532
55,"ACLS","Axcelis Technologies Inc.","Technology","Semiconductor Equipment & Materials","USA",217.90,,1.97,-1.99%,86976
56,"ACM","AECOM Technology Corporation","Services","Technical Services","USA",3535.14,,31.29,-11.11%,558491
57,"ACMP","Access Midstream Partners, L.P.","Basic Materials","Oil & Gas Refining & Marketing","USA",8475.12,41.46,47.56,-0.24%,4517
58,"ACN","Accenture plc","Technology","Information Technology Services","Ireland",48295.97,15.50,74.12,-0.15%,654098
59,"ACNB","ACNB Corp.","Financial","Regional - Southwest  Banks","USA",100.83,11.12,16.91,0.06%,300
60,"ACO","Amcol International Corp.","Basic Materials","Industrial Metals & Minerals","USA",1114.88,19.55,33.69,-2.09%,13689
61,"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology","USA",1467.73,10.29,36.71,-0.05%,34087
62,"ACPW","Active Power Inc.","Industrial Goods","Diversified Machinery","USA",70.94,,3.63,-1.63%,3203
63,"ACRE","Ares Commercial Real Estate Corporation","Financial","REIT - Diversified","USA",121.24,16.45,13.06,-0.76%,35257
64,"ACRX","AcelRx Pharmaceuticals, Inc.","Conglomerates","Conglomerates","USA",444.11,,11.82,-1.17%,57731
65,"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology","Canada",325.40,,4.00,-1.72%,18443
66,"ACT","Actavis, Inc.","Healthcare","Drugs - Generic","USA",18091.57,,136.19,-0.48%,128898
67,"ACTG","Acacia Research Corporation","Services","Research Services","USA",1078.76,,22.42,-0.22%,85370
68,"ACTS","Actions Semiconductor Co., Ltd.","Technology","Semiconductor - Specialized","China",190.02,,2.76,-0.72%,4800
69,"ACTV","The Active Network, Inc.","Technology","Application Software","USA",686.63,,10.71,-5.22%,198285
70,"ACU","Acme United Corp.","Consumer Goods","Housewares & Accessories","USA",43.68,11.93,13.50,-2.46%,972
71,"ACUR","Acura Pharmaceuticals Inc.","Healthcare","Drug Delivery","USA",88.32,,1.88,0.53%,58960
72,"ACW","Accuride Corp.","Consumer Goods","Trucks & Other Vehicles","USA",266.21,,5.56,-0.89%,42832
73,"ACWI","iShares MSCI ACWI Index","Financial","Exchange Traded Fund","USA",,,52.95,-0.28%,411168
74,"ACWX","iShares MSCI ACWI ex US Index","Financial","Exchange Traded Fund","USA",,,43.14,-0.25%,78911
75,"ACXM","Acxiom Corporation","Technology","Information Technology Services","USA",1914.92,34.20,25.75,-0.92%,35328
76,"ACY","AeroCentury Corp.","Services","Rental & Leasing Services","USA",34.18,4.41,22.25,0.45%,140
77,"ADAT","Authentidate Holding Corp.","Technology","Healthcare Information Services","USA",23.55,,0.90,3.33%,220
78,"ADBE","Adobe Systems Inc.","Technology","Application Software","USA",23976.18,42.53,47.73,0.21%,286142
79,"ADC","Agree Realty Corp.","Financial","Property Management","USA",378.25,21.26,29.15,0.07%,13854
80,"ADEP","Adept Technology Inc.","Industrial Goods","Diversified Machinery","USA",37.46,,3.58,2.28%,3078
81,"ADES","ADA-ES, Inc.","Industrial Goods","Pollution & Treatment Controls","USA",446.32,,43.30,-2.50%,19073
82,"ADGE","American DG Energy, Inc.","Utilities","Electric Utilities","USA",80.98,,1.62,-2.99%,3068
83,"ADHD","Alcobra Ltd.","Healthcare","Biotechnology","Israel",162.61,,14.90,1.98%,25502
84,"ADI","Analog Devices Inc.","Technology","Semiconductor - Integrated Circuits","USA",15243.07,23.72,49.62,0.08%,185539
85,"ADK","AdCare Health Systems Inc.","Healthcare","Long-Term Care Facilities","USA",70.18,,4.70,-1.67%,500
86,"ADM","Archer Daniels Midland Company","Consumer Goods","Farm Products","USA",25025.46,20.14,37.66,-0.53%,1964066
87,"ADNC","Audience, Inc.","Technology","Semiconductor - Integrated Circuits","USA",211.50,18.35,10.84,7.43%,159793
88,"ADP","Automatic Data Processing, Inc.","Technology","Business Software & Services","USA",34547.00,25.57,71.89,0.41%,328814
89,"ADRA","BLDRS Asia 50 ADR Index","Financial","Exchange Traded Fund","USA",,,28.34,0.07%,0
90,"ADRD","BLDRS Developed Markets 100 ADR Index","Financial","Exchange Traded Fund","USA",,,22.98,0.13%,500
91,"ADRE","BLDRS Emerging Markets 50 ADR Index","Financial","Exchange Traded Fund","USA",,,35.24,-0.96%,3797
92,"ADRU","BLDRS Europe 100 ADR Index","Financial","Exchange Traded Fund","USA",,,22.49,0.00%,316
93,"ADS","Alliance Data Systems Corporation","Services","Business Services","USA",10067.46,30.47,204.60,-0.21%,70176
94,"ADSK","Autodesk, Inc.","Technology","Technical & System Software","USA",7891.19,36.35,35.02,-0.68%,259195
95,"ADT","The ADT Corporation","Services","Security & Protection Services","USA",8951.25,23.17,40.93,-0.78%,474830
96,"ADTN","ADTRAN Inc.","Technology","Communication Equipment","USA",1579.75,53.50,26.62,-0.49%,69022
97,"ADUS","Addus HomeCare Corp.","Healthcare","Home Health Care","USA",242.61,23.69,22.66,0.67%,47158
98,"ADVS","Advent Software, Inc.","Technology","Application Software","USA",1600.29,68.87,30.18,-2.61%,84509
99,"ADX","The Adams Express Company","Financial","Closed-End Fund - Equity","USA",1160.44,6.99,12.48,-0.32%,14939
100,"AE","Adams Resources & Energy Inc.","Basic Materials","Oil & Gas Refining & Marketing","USA",283.07,9.59,66.03,-1.61%,2665
101,"AEC","Associated Estates Realty Corp.","Financial","REIT - Residential","USA",761.88,118.08,15.33,-0.10%,56542
102,"AEE","Ameren Corporation","Utilities","Diversified Utilities","USA",8835.49,,36.17,-0.69%,170495
103,"AEG","AEGON N.V.","Financial","Life Insurance","Netherlands",15427.42,12.03,7.98,0.50%,295403
104,"AEGN","Aegion Corporation","Industrial Goods","Heavy Construction","USA",908.16,16.65,23.05,-1.12%,7839
105,"AEGR","Aegerion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2681.75,,93.03,0.03%,61215
106,"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials","USA",15.97,,1.59,3.25%,4518
107,"AEIS","Advanced Energy Industries, Inc.","Technology","Diversified Electronics","USA",852.58,108.05,21.45,-0.74%,55798
108,"AEL","American Equity Investment Life Holding Co.","Financial","Life Insurance","USA",1201.70,17.25,18.93,-0.26%,110113
109,"AEM","Agnico-Eagle Mines Ltd.","Basic Materials","Gold","Canada",4564.53,24.05,25.37,-4.08%,529825
110,"AEO","American Eagle Outfitters, Inc.","Services","Apparel Stores","USA",3848.42,16.10,16.67,-16.52%,9418381
111,"AEP","American Electric Power Co., Inc.","Utilities","Electric Utilities","USA",22559.13,18.63,45.88,-1.10%,523058
112,"AEPI","AEP Industries Inc.","Consumer Goods","Rubber & Plastics","USA",453.94,18.17,81.46,-0.18%,1078
113,"AER","AerCap Holdings N.V.","Services","Rental & Leasing Services","Netherlands",1972.53,12.89,17.27,-0.75%,152874
114,"AERG","Applied Energetics, Inc.","Technology","Scientific & Technical Instruments","USA",1.83,,0.02,0.50%,9000
115,"AERL","Asia Entertainment & Resources Ltd.","Services","Gaming Activities","Hong Kong",167.46,2.80,4.15,0.24%,4408
116,"AERT","Advanced Environmental Recycling Technologies, Inc.","Industrial Goods","Lumber, Wood Production","USA",7.44,,0.15,0.00%,3300
117,"AES","The AES Corporation","Utilities","Electric Utilities","USA",9521.10,,12.72,-0.47%,913493
118,"AET","Aetna Inc.","Healthcare","Health Care Plans","USA",22885.85,12.82,63.51,-1.15%,335023
119,"AETI","American Electric Technologies, Inc","Industrial Goods","Industrial Electrical Equipment","USA",61.14,19.72,7.10,-7.67%,85007
120,"AEY","ADDvantage Technologies Group Inc.","Services","Electronics Wholesale","USA",25.57,12.75,2.74,7.45%,2500
121,"AEZS","AEterna Zentaris Inc. (USA)","Healthcare","Biotechnology","Canada",36.22,,1.43,0.00%,114182
122,"AF","Astoria Financial Corporation","Financial","Savings & Loans","USA",1237.02,21.61,12.63,-0.94%,61869
123,"AFAM","Almost Family Inc.","Healthcare","Home Health Care","USA",179.34,11.60,19.41,0.15%,1401
124,"AFB","AllianceBernstein National Municipal Income Fund, Inc","Financial","Closed-End Fund - Debt","USA",363.56,11.40,12.55,-0.79%,20280
125,"AFCB","Athens Bancshares Corporation","Financial","Regional - Southeast Banks","USA",35.89,15.04,17.51,2.16%,300
126,"AFCE","AFC Enterprises Inc.","Services","Restaurants","USA",897.98,32.80,38.00,-0.13%,18354
127,"AFFM","Affirmative Insurance Holdings Inc.","Financial","Property & Casualty Insurance","USA",19.72,,1.28,0.00%,0
128,"AFFX","Affymetrix Inc.","Technology","Scientific & Technical Instruments","USA",334.42,,4.86,3.40%,627567
129,"AFFY","Affymax, Inc.","Healthcare","Biotechnology","USA",56.24,,1.54,2.67%,283252
130,"AFG","American Financial Group Inc.","Financial","Property & Casualty Insurance","USA",4828.46,9.66,52.43,-0.64%,40520
131,"AFK","Market Vectors Africa Index ETF","Financial","Exchange Traded Fund","USA",,,29.27,-1.11%,8212
132,"AFL","AFLAC Inc.","Financial","Accident & Health Insurance","USA",28885.08,8.62,61.59,-0.81%,186994
133,"AFOP","Alliance Fiber Optic Products Inc.","Technology","Semiconductor - Broad Line","USA",297.82,22.54,33.32,-2.12%,115846
134,"AFSI","AmTrust Financial Services, Inc.","Financial","Property & Casualty Insurance","USA",2784.21,13.44,42.03,1.20%,98070
135,"AG","First Majestic Silver Corp.","Basic Materials","Silver","Canada",1436.95,15.76,11.66,-5.13%,283580
136,"AGA","PowerShares DB Agriculture Dble Shrt ETN","Financial","Exchange Traded Fund","USA",,,14.99,2.60%,800
137,"AGCO","AGCO Corporation","Industrial Goods","Farm & Construction Machinery","USA",5695.94,10.96,56.72,-3.11%,298356
138,"AGD","Alpine Global Dynamic Dividend Fund","Financial","Closed-End Fund - Foreign","USA",,,4.74,-0.22%,15937
139,"AGEM","EGShares GEMS Composite ETF","Financial","Exchange Traded Fund","USA",,,21.41,0.09%,0
140,"AGEN","Agenus Inc.","Healthcare","Biotechnology","USA",105.81,,3.72,-2.16%,134810
141,"AGF","PowerShares DB Agriculture Long ETN","Financial","Exchange Traded Fund","USA",,,14.30,2.29%,0
142,"AGG","iShares Barclays Aggregate Bond","Financial","Exchange Traded Fund","USA",,,106.82,-0.07%,145227
143,"AGI","Alamos Gold Inc.","Basic Materials","Gold","Canada",1831.19,18.18,13.70,-4.59%,23691
144,"AGII","Argo Group International Holdings, Ltd.","Financial","Property & Casualty Insurance","Bermuda",1118.32,17.85,44.78,-0.82%,39358
145,"AGIO","Agios Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",105.35,,29.15,1.22%,33274
146,"AGM","Federal Agricultural Mortgage Corp.","Financial","Credit Services","USA",334.56,9.30,30.75,-1.32%,1999
147,"AGN","Allergan Inc.","Healthcare","Drug Manufacturers - Other","USA",27232.00,23.35,92.06,0.07%,368692
148,"AGNC","American Capital Agency Corp.","Financial","REIT - Residential","USA",8922.96,2.86,22.55,0.18%,1141724
149,"AGO","Assured Guaranty Ltd.","Financial","Surety & Title Insurance","Bermuda",4341.42,9.10,21.87,-2.32%,271300
150,"AGQ","ProShares Ultra Silver","Financial","Exchange Traded Fund","USA",,,16.82,-1.18%,512397
151,"AGRG","Russell Aggressive Growth ETF","Financial","Exchange Traded Fund","USA",,,53.85,0.00%,0
152,"AGRO","Adecoagro S.A.","Consumer Goods","Farm Products","Luxembourg",805.68,84.13,6.74,0.15%,26864
153,"AGU","Agrium Inc.","Basic Materials","Agricultural Chemicals","Canada",12335.71,8.69,80.64,-2.60%,197553
154,"AGX","Argan, Inc.","Industrial Goods","Heavy Construction","USA",231.55,9.31,16.56,-0.06%,8800
155,"AGYS","Agilysys Inc.","Technology","Application Software","USA",257.66,390.00,11.50,-1.68%,14652
156,"AGZ","iShares Barclays Agency Bond","Financial","Exchange Traded Fund","USA",,,110.99,-0.01%,214
157,"AH","Accretive Health, Inc.","Services","Management Services","USA",987.01,58.41,9.93,0.00%,5278
158,"AHC","A. H. Belo Corporation","Services","Publishing - Newspapers","USA",161.12,,7.30,-0.07%,3600
159,"AHGP","Alliance Holdings GP, L.P.","Basic Materials","Nonmetallic Mineral Mining","USA",3865.35,18.14,64.89,0.50%,1620
160,"AHH","Armada Hoffler Properties Inc","Financial","REIT - Diversified","USA",10.85,1.22,10.82,-0.29%,6775
161,"AHL","Aspen Insurance Holdings Ltd.","Financial","Property & Casualty Insurance","Bermuda",2455.02,12.92,36.76,-0.89%,124766
162,"AHPI","Allied Healthcare Products Inc.","Healthcare","Medical Appliances & Equipment","USA",20.39,,2.54,0.00%,0
163,"AHS","AMN Healthcare Services Inc.","Services","Staffing & Outsourcing Services","USA",732.02,26.50,15.98,0.50%,133665
164,"AHT","Ashford Hospitality Trust Inc.","Financial","REIT - Hotel/Motel","USA",804.74,,11.89,0.00%,40659
165,"AI","Arlington Asset Investment Corp.","Financial","Mortgage Investment","USA",343.44,1.77,24.20,-1.87%,41035
166,"AIA","iShares S&P Asia 50 Index","Financial","Exchange Traded Fund","USA",,,43.75,-1.26%,16079
167,"AIG","American International Group, Inc.","Financial","Property & Casualty Insurance","USA",71712.20,12.45,48.44,-0.27%,3135502
168,"AIMC","Altra Holdings, Inc.","Industrial Goods","Industrial Electrical Equipment","USA",677.15,26.39,24.98,-1.38%,2961
169,"AIN","Albany International Corp.","Industrial Goods","Textile Industrial","USA",1095.28,50.93,34.33,-0.87%,8428
170,"AINV","Apollo Investment Corporation","Financial","Diversified Investments","USA",1643.43,17.61,8.01,-1.11%,146484
171,"AIQ","Alliance Healthcare Services, Inc.","Healthcare","Medical Laboratories & Research","USA",215.20,,20.13,-0.59%,24257
172,"AIR","AAR Corp.","Industrial Goods","Aerospace/Defense Products & Services","USA",938.22,18.02,24.45,-0.97%,10890
173,"AIRI","Air Industries Group, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",35.01,18.03,6.13,0.00%,0
174,"AIRM","Air Methods Corp.","Healthcare","Specialized Health Services","USA",1384.71,18.57,35.47,-0.55%,33297
175,"AIRT","Air T Inc.","Services","Air Delivery & Freight Services","USA",26.73,16.07,10.92,-0.09%,1100
176,"AIT","Applied Industrial Technologies, Inc.","Services","Industrial Equipment Wholesale","USA",2230.77,19.13,52.53,-0.87%,20162
177,"AIV","Apartment Investment & Management Co.","Financial","REIT - Residential","USA",4240.47,,29.38,0.69%,151888
178,"AIXG","Aixtron SE","Industrial Goods","Diversified Machinery","Germany",1560.80,,16.11,1.38%,10575
179,"AIZ","Assurant Inc.","Financial","Accident & Health Insurance","USA",4224.96,10.92,54.12,-0.72%,39994
180,"AJG","Arthur J Gallagher & Co.","Financial","Insurance Brokers","USA",5688.52,24.83,44.49,-0.47%,19634
181,"AKAM","Akamai Technologies, Inc.","Technology","Internet Information Providers","USA",8343.09,33.99,46.76,-0.30%,256554
182,"AKG","Asanko Gold Inc.","Basic Materials","Gold","Canada",206.63,,2.39,-1.65%,39524
183,"AKO-A","Embotelladora Andina S.A.","Consumer Goods","Beverages - Soft Drinks","Chile",3478.63,19.19,24.71,-0.20%,900
184,"AKO-B","Embotelladora Andina S.A.","Consumer Goods","Beverages - Soft Drinks","Chile",5032.54,23.81,31.74,-0.50%,1030
185,"AKP","Alliance California Municipal Income Fund Inc.","Financial","Closed-End Fund - Debt","USA",,,12.12,-0.33%,11142
186,"AKR","Acadia Realty Trust","Financial","Property Management","USA",1370.60,40.09,25.62,-0.16%,49404
187,"AKRX","Akorn, Inc.","Healthcare","Drugs - Generic","USA",1372.70,36.69,16.18,13.07%,455029
188,"AKS","AK Steel Holding Corporation","Basic Materials","Steel & Iron","USA",467.15,,3.38,-1.74%,729400
189,"AL","Air Lease Corporation","Services","Rental & Leasing Services","USA",2816.07,19.86,27.23,-2.09%,89502
190,"ALAN","Alanco Technologies Inc.","Technology","Data Storage Devices","USA",2.34,,0.48,14.24%,4000
191,"ALB","Albemarle Corp.","Basic Materials","Specialty Chemicals","USA",5315.61,17.82,62.94,-0.51%,104936
192,"ALCO","Alico Inc.","Consumer Goods","Farm Products","USA",340.09,26.40,46.19,-0.58%,2660
193,"ALCS","ALCO Stores, Inc.","Services","Discount, Variety Stores","USA",45.94,45.48,14.12,0.14%,1850
194,"ALD","WisdomTree Asia Local Debt ETF","Financial","Exchange Traded Fund","USA",,,48.53,0.25%,11327
195,"ALDW","Alon USA Partners, LP","Basic Materials","Oil & Gas Refining & Marketing","USA",1362.52,10.43,20.52,-5.87%,445806
196,"ALE","ALLETE, Inc.","Utilities","Diversified Utilities","USA",2049.64,19.23,52.23,-0.87%,6900
197,"ALEX","Alexander & Baldwin, Inc.","Financial","Real Estate Development","USA",1914.36,98.93,44.14,-0.85%,16797
198,"ALFA","AlphaClone Alternative Alpha ETF","Financial","Exchange Traded Fund","USA",,,34.15,-0.32%,450
199,"ALG","Alamo Group, Inc.","Industrial Goods","Farm & Construction Machinery","USA",550.89,17.59,45.94,0.45%,4683
200,"ALGN","Align Technology Inc.","Healthcare","Medical Appliances & Equipment","USA",3579.19,,44.41,-0.02%,115719
201,"ALGT","Allegiant Travel Company","Services","Regional Airlines","USA",1861.64,21.20,97.53,-0.87%,6767
202,"ALIM","Alimera Sciences, Inc.","Healthcare","Drug Manufacturers - Major","USA",134.39,,4.27,0.23%,22343
203,"ALJ","Alon USA Energy, Inc.","Basic Materials","Oil & Gas Refining & Marketing","USA",817.21,5.57,12.91,-2.12%,91782
204,"ALK","Alaska Air Group, Inc.","Services","Regional Airlines","USA",4358.43,12.71,60.26,-2.87%,170738
205,"ALKS","Alkermes plc","Healthcare","Drug Delivery","USA",4665.31,577.67,34.12,-1.56%,213768
206,"ALL","The Allstate Corporation","Financial","Property & Casualty Insurance","USA",24019.11,10.96,50.61,-1.33%,501785
207,"ALLB","Alliance Bancorp Inc of Pennsylvania","Financial","Regional - Northeast Banks","USA",78.07,42.29,14.80,0.00%,2031
208,"ALLT","Allot Communications Ltd.","Technology","Communication Equipment","Israel",506.31,,14.00,-9.97%,1461092
209,"ALN","American Lorain Corporation","Consumer Goods","Processed & Packaged Goods","China",32.54,1.68,0.94,0.00%,300
210,"ALNY","Alnylam Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2879.95,,47.39,-2.63%,147108
211,"ALOG","Analogic Corporation","Technology","Scientific & Technical Instruments","USA",896.30,29.02,72.96,0.16%,6515
212,"ALOT","Astro-Med Inc.","Technology","Computer Peripherals","USA",85.56,82.57,11.59,0.26%,500
213,"ALR","Alere Inc.","Healthcare","Medical Laboratories & Research","USA",2791.41,,34.23,-0.29%,44910
214,"ALSE","Alseres Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1.15,,0.04,-20.00%,430
215,"ALSK","Alaska Communications Systems Group Inc.","Technology","Telecom Services - Domestic","USA",154.28,8.37,3.28,-2.09%,454082
216,"ALSN","Allison Transmission Holdings, Inc.","Consumer Goods","Auto Parts","USA",4430.00,36.66,22.54,-5.41%,123029
217,"ALTI","Altair Nanotechnologies, Inc.","Technology","Diversified Electronics","USA",25.15,,2.17,0.00%,0
218,"ALTR","Altera Corp.","Technology","Semiconductor - Specialized","USA",11594.68,23.34,36.40,0.61%,515898
219,"ALTV","Alteva, Inc.","Technology","Telecom Services - Domestic","USA",60.27,,10.44,-0.38%,1600
220,"ALU","Alcatel-Lucent, S.A.","Technology","Communication Equipment","France",5973.41,,2.55,-3.04%,8448980
221,"ALUM","Global X Aluminum ETF","Financial","Exchange Traded Fund","USA",,,,,0
222,"ALV","Autoliv, Inc.","Consumer Goods","Auto Parts","Sweden",7932.57,15.32,82.62,-0.33%,25811
223,"ALVR","Alvarion Ltd.","Technology","Wireless Communications","Israel",1.33,,0.21,0.00%,8181
224,"ALX","Alexander's Inc.","Financial","REIT - Retail","USA",1534.44,30.37,298.75,-0.55%,10200
225,"ALXA","Alexza Pharmaceuticals Inc.","Healthcare","Drug Manufacturers - Other","USA",84.70,,5.31,-1.04%,108647
226,"ALXN","Alexion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",22877.09,66.95,115.56,-1.37%,167550
227,"AM","American Greetings Corp.","Services","Specialty Retail, Other","USA",609.54,8.08,18.96,-0.11%,42292
228,"AMAG","AMAG Pharmaceuticals, Inc.","Healthcare","Diagnostic Substances","USA",509.95,,23.75,0.34%,8800
229,"AMAP","AutoNavi Holdings Limited","Technology","Application Software","China",604.88,19.40,12.88,-0.92%,37927
230,"AMAT","Applied Materials Inc.","Technology","Semiconductor Equipment & Materials","USA",19368.30,,16.22,0.75%,1647800
231,"AMBA","Ambarella, Inc.","Technology","Semiconductor Equipment & Materials","USA",455.37,23.37,16.68,-0.90%,88049
232,"AMBI","Ambit Biosciences Corporation","Healthcare","Biotechnology","USA",294.52,,16.86,1.38%,5429
233,"AMBO","Ambow Education Holding Ltd.","Services","Education & Training Services","China",,,,,0
234,"AMBT","Ambient Corporation","Technology","Communication Equipment","USA",53.16,,3.19,0.00%,853
235,"AMCC","Applied Micro Circuits Corp.","Technology","Semiconductor - Integrated Circuits","USA",805.37,,11.74,-1.51%,53474
236,"AMCF","Andatee China Marine Fuel Services Corporation","Basic Materials","Oil & Gas Equipment & Services","China",5.48,2.85,0.57,0.00%,0
237,"AMCN","AirMedia Group Inc.","Services","Marketing Services","China",108.35,,1.79,0.56%,300
238,"AMCO","Armco Metals Holdings, Inc","Services","Basic Materials Wholesale","USA",6.29,,0.29,7.41%,8900
239,"AMCX","AMC Networks Inc.","Services","CATV Systems","USA",4948.24,32.43,69.55,0.20%,137266
240,"AMD","Advanced Micro Devices, Inc.","Technology","Semiconductor - Broad Line","USA",2872.64,,3.78,-0.98%,3314272
